appid,name,developer,categories,genres,steamspy_tags
465780,New Retro Arcade: Neon,Digital Cybercherries,Single-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Full controller support,Action;Adventure;Casual;Indie;Racing;Simulation;Sports,Simulation;VR;Retro
465840,THE LAST BLADE,SNK CORPORATION;DotEmu,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Leaderboards,Action,Action;Fighting;2D Fighter
465860,Awakening: The Sunhook Spire Collector's Edition,Boomzap Entertainment,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object
465870,SHOCK TROOPERS 2nd Squad,SNK CORPORATION;DotEmu,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Partial Controller Support;Steam Leaderboards,Action,Action;2D;Pixel Graphics
465890,Dark Parables: The Final Cinderella Collector's Edition,Blue Tea Games,Single-player,Adventure;Casual,Casual;Adventure;Hidden Object
465900,Dark Tales: Edgar Allan Poe's The Gold Bug Collector's Edition,ERS G Studios,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object
465920,Echoes of the Past: The Revenge of the Witch Collector's Edition,Orneon Limited,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object
465930,OddPlanet,Indievision,Single-player,Adventure;Indie,Adventure;Indie;Platformer
465960,Farm Tribe,CrioGames,Single-player,Casual,Casual
465970,Grave Mania: Undead Fever,Anino Games,Single-player;Steam Trading Cards,Casual;Strategy,Strategy;Casual
465990,Hidden Expedition: The Crown of Solomon Collector's Edition,Eipix Entertainment,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object
466000,Maze: Subject 360 Collector's Edition,Mad Head Games,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object
466010,Nevertales: The Beauty Within Collector's Edition,Mad Head Games,Single-player,Casual,Casual;Adventure;Point & Click
466020,Off the Record: The Linden Shades Collector's Edition,Eipix Entertainment,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object
466030,Otherworld: Spring of Shadows Collector's Edition,Boomzap Entertainment,Single-player;Steam Trading Cards,Adventure;Casual,Adventure;Casual;Hidden Object
466040,Pet Store Panic,"Ludometrics, Ltd.",Single-player,Casual;Strategy,Casual;Strategy
466050,Redemption Cemetery: Salvation of the Lost Collector's Edition,ERS G Studios,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object
466060,Shiver: Vanishing Hitchhiker Collector's Edition,Artogon Corp.,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object
466070,Spa Mania,Blue Lizard Games Inc.,Single-player,Casual;Strategy,Strategy;Casual
466080,Surface: The Pantheon Collector's Edition,Elephant Games,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object
466100,Witches' Legacy: The Ties That Bind Collector's Edition,EleFun Games,Single-player,Adventure;Casual,Casual;Adventure;Hidden Object
466110,Shaolin vs Wutang,Jae Lee,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Leaderboards,Action;Casual;Indie,Indie;Casual;Action
466130,White Day: A Labyrinth Named School,SONNORI Corp,Single-player;Steam Achievements;Steam Trading Cards;In-App Purchases;Partial Controller Support;Steam Cloud,Action;Adventure;Indie,Horror;Adventure;Action
466160,Arelite Core,Dragon Slumber,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Indie;RPG,Indie;RPG;Adventure
466170,Idling to Rule the Gods,Shugasu GmbH,Single-player;Steam Achievements;In-App Purchases;Steam Leaderboards,Casual;Indie,Indie;Casual;Free to Play
466210,Race & Destroy,AngryAngelGames,Single-player;Steam Trading Cards,Action;Casual;Indie;Racing;Simulation;Sports,Racing;Simulation;Sports
466240,Deceit,Automaton,Multi-player;Online Multi-Player;Steam Achievements;Steam Trading Cards;In-App Purchases,Action;Free to Play;Indie,Multiplayer;Free to Play;Horror
466280,Super Cube Smash,Lewis Fitzjohn,Single-player;Partial Controller Support;Steam Leaderboards,Action;Adventure;Indie,Action;Adventure;Indie
466290,BitShift: BattleGrid,Animate Objects,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Stats;Steam Leaderboards,Action;Indie;Early Access,Early Access;Action;Indie
466300,Planescape: Torment: Enhanced Edition,Beamdog,Single-player;Steam Achievements;Steam Trading Cards;Captions available;Steam Cloud,Adventure;RPG;Strategy,RPG;Story Rich;Party-Based RPG
466350,Fossil Echo,Awaceb,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Adventure;Indie,Action;Adventure;Indie
466420,Warriors' Wrath,Storm Sharks Production,Single-player;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Adventure;Casual;Indie;RPG,Action;Adventure;Indie
466430,Choice of Alexandria,Choice of Games,Single-player;Steam Achievements;Captions available;Steam Cloud,Adventure;Indie;RPG,Adventure;Indie;RPG
466480,Rage Pig,Alexander Kov,Single-player;Steam Achievements;Steam Trading Cards,Action;Adventure;Indie,Indie;Action;Adventure
466490,Princess Isabella: The Rise of an Heir,Gogii Games;World-Loom,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Casual,Adventure;Casual;Hidden Object
466500,35MM,Носков Сергей,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Indie,Post-apocalyptic;Atmospheric;Survival
466520,Drone Hunter VR,VR VISIO,Single-player;Steam Achievements;Stats;Steam Leaderboards,Action;Adventure;Casual;Indie;Simulation,Action;Adventure;Indie
466560,Northgard,Shiro Games,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Steam Trading Cards;Steam Cloud,Indie;Simulation;Strategy,Strategy;City Builder;Resource Management
466580,GOD's DEATH,Marco Tancredi,Single-player;Steam Trading Cards;Partial Controller Support,Indie;RPG,RPG;Indie;RPGMaker
466660,Stash,Frogdice,Multi-player;Online Multi-Player;MMO;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Trading Cards,Adventure;Free to Play;Indie;Massively Multiplayer;RPG,Massively Multiplayer;RPG;Adventure
466720,Vintage VR,Dunderware,Single-player,Casual;Free to Play,Free to Play;Casual;VR
466730,King's Guard TD,FreezeNova,Single-player;Steam Achievements;Steam Trading Cards,Casual;Indie;Strategy,Casual;Indie;Strategy
466740,ARAYA,MAD Virtual Reality Studio,Single-player;Steam Achievements;Full controller support,Action;Adventure;Indie,Horror;Adventure;Indie
466770,Ghost Croquet,ampersandbear;YellowAfterlife,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Steam Workshop;Partial Controller Support;Steam Cloud;Steam Leaderboards;Includes level editor,Action;Indie;Early Access,Early Access;Action;Indie
466780,Prehistoric Tales,Amegami,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Casual;Strategy,Casual;Adventure;Strategy
466790,PixBit,Hipix Studio,Single-player;Steam Trading Cards,Action;Indie,Action;Indie
466800,The Dope Game,CoaguCo Industries,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats,Adventure;Casual;Simulation,Casual;Adventure;Simulation
466810,Soulslayer～灭魂·误佳期～,开水工作室,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Adventure;Casual;Indie,Indie;Adventure;Casual
466820,Zenodyne R,Team Grybanser Fox,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,Action;Indie,Action;Indie;Shoot 'Em Up
466830,Remnants of a Beautiful Day,From Soy Sauce LLC,Single-player;Steam Trading Cards;Partial Controller Support,Adventure;Casual;Indie;Simulation,Indie;Casual;Adventure
466840,Super Space Pug,Digital Dawn Studios,Single-player;Steam Trading Cards,Action;Casual;Indie,Casual;Action;Indie
466860,上帝之城 I：监狱帝国 [City of God I - Prison Empire],Pixel Gangsta Studio,Single-player;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards;Commentary available,Indie;RPG;Simulation;Strategy,Simulation;Indie;RPG
466890,Z.I.O.N.,VGstudio,Single-player;Steam Trading Cards,Action;Adventure,Action;Adventure;FPS
466900,Hide & Spook: The Haunted Alchemist,Murray Lorden,Local Multi-Player,Action,Action;VR
466910,Worm.is: The Game,Freakinware Studios,Multi-player;Cross-Platform Multiplayer;In-App Purchases,Casual;Free to Play,Free to Play;Casual;Multiplayer
466920,Mugen Souls Z,Idea Factory,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Adventure;RPG;Strategy,RPG;Adventure;Strategy
466940,The Sandbox Evolution - Craft a 2D Pixel Universe!,PIXOWL INC.,Single-player;Full controller support;Steam Workshop;In-App Purchases;Steam Cloud;Includes level editor,Action;Free to Play;Indie;Simulation,Sandbox;Pixel Graphics;Free to Play
466980,Can't Drive This,Pixel Maniacs,Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Steam Leaderboards;Includes level editor,Action;Casual;Indie;Racing;Early Access,Early Access;Racing;Action
467000,Insincere,Astronomic Games,Single-player;Partial Controller Support,Action;Indie,Indie;Action;FPS
467060,Dead Army - Radio Frequency,Skyjaz Games,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Casual;Indie;Simulation;Strategy,Strategy;Simulation;Casual
467090,A Game of Changes,Nuno Donato,Single-player;Full controller support;Steam Trading Cards;Steam Cloud,Casual;Indie,Casual;Indie;Puzzle
467120,Rising Runner,Magicbane,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Includes level editor,Casual;Indie,Casual;Indie;Female Protagonist
467170,Subterrarium,slimefriend,Single-player,Casual;Indie;Strategy,Strategy;Indie;Casual
467210,Evo Explores,Kyrylo Kuzyk,Single-player;Steam Achievements,Casual;Indie,Casual;Indie;Puzzle
467220,Dyna Bomb,7 Raven Studios,Single-player;Steam Trading Cards;Partial Controller Support;Steam Leaderboards,Action;Adventure;Casual;Indie,Adventure;Action;Platformer
467270,Weaves of Fate,Tom Kingston,Single-player,Action;Indie;RPG;Strategy,Strategy;Action;RPG
467290,Starship Titanic,The Digital Village,Single-player;Steam Cloud,Adventure;Casual,Adventure;Casual;Puzzle
467310,Rogue Port - Red Nightmare,Sunight Games,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Adventure;Indie;RPG,Adventure;Indie;RPG
467320,God of Word,Mega Dwarf Inc.,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Cloud,Action;Casual;Indie;RPG,Indie;Casual;Action
467330,Just a Cleric,DXF Games,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;Indie;RPG,RPG;Action;Indie
467350,Leveron Space,Hunter Games Australia;Hunter Games Studio China,Single-player,Action;Adventure;Strategy,Strategy;Action;Adventure
467360,Off-Peak,Cosmo D,Single-player;Steam Achievements;Partial Controller Support,Adventure;Free to Play;Indie,Free to Play;Indie;Adventure
467370,Escape This,Four Winged Studio,Single-player;Steam Achievements;Steam Trading Cards,Casual;Indie;Strategy,Casual;Indie;Strategy
467380,Khimera: Destroy All Monster Girls,Suits & Sandals,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Leaderboards,Action;Adventure;Free to Play;Indie,Free to Play;Platformer;Pixel Graphics
467390,Approaching Blocks,Dymchick1,Single-player;Steam Achievements;Steam Trading Cards,Casual;Indie,Indie;Casual;Singleplayer
467400,Go For Launch: Mercury,Joe Chisholm,Single-player,Action;Indie;Simulation;Early Access,Early Access;Simulation;Action
467430,Farming 6-in-1 bundle,Aliasworlds;Amegami;Rionix;Melesta,Single-player,Casual,Casual
467470,Shoot Shoot Mega Pack,Actual Humans,Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards,Action;Casual;Indie,Action;Indie;Casual
467480,C O S M,Dynamoid,Single-player;Full controller support,Indie;Simulation;Early Access,Early Access;Simulation;Indie
467490,GRAVEN The Purple Moon Prophecy,Orchid Games,Single-player;Steam Achievements,Adventure;Casual;Indie,Adventure;Indie;Casual
467520,Power & Revolution,Eversim,Steam Achievements,Simulation;Strategy,Strategy;Simulation;Politics
467570,TITANS: Dawn of Tribes,34BigThings srl;Event Horizon Studios,Online Multi-Player;MMO;Partial Controller Support;Steam Cloud,Action;Adventure;Indie;Massively Multiplayer;Simulation;Early Access,Early Access;Indie;Survival
467660,Paranormal Activity: The Lost Soul,VRWERX,Single-player;Steam Achievements;Full controller support;Steam Cloud,Violent;Gore;Adventure;RPG,VR;Gore;Adventure
467760,Trapper's Delight,Shrimpcave Industries,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats;Includes level editor,Action;Casual;Strategy,Action;Casual;Strategy
467780,simian.interface++,vested interest,Single-player;Steam Achievements;Stats;Steam Leaderboards,Casual;Indie,Indie;Casual;Puzzle
467790,Crongdor the Barbarian,Anton Gerdelan,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Includes level editor,Action;Indie,Action;Indie
467810,Splody,Dashing Strike,Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Includes level editor,Action;Casual;Indie,Action;Indie;Casual
467820,Zero G Arena,Jonathan Wood,Multi-player;Online Multi-Player;Local Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Workshop;Partial Controller Support;Stats,Action;Indie,Action;Indie;Third-Person Shooter
467850,METAGAL,RetroRevolution,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Leaderboards,Action;Indie,Action;Indie;Pixel Graphics
467890,Garage Drummer VR,Blazing Tree Studio,Single-player,Audio Production;Early Access,Early Access;Audio Production;VR
467900,SWORDY,Frogshark,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Full controller support,Action;Adventure;Casual;Indie;Sports;Early Access,Early Access;Action;Adventure
467910,EPΘCH,Nick Everlith,Single-player;Multi-player;Co-op,Action;Adventure;Indie;RPG,Action;Adventure;Indie
467930,SMASHING THE BATTLE,STUDIO HG,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Nudity;Action;Casual;Indie,Action;Female Protagonist;Hack and Slash
467950,Survive in Space,Just1337 Studio,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Adventure;Casual;Indie;RPG,Action;Casual;Indie
467960,Home Behind,TPP Studio,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Casual;Indie;RPG;Simulation;Strategy,Adventure;RPG;Survival
468000,Impact Winter,Mojo Bones,Single-player;Steam Achievements;Full controller support;Steam Cloud,Adventure;Indie;Simulation,Adventure;Indie;Simulation
468050,The Last Time,Big Cow Studios,Single-player;Captions available,Adventure;Indie,Adventure;Indie;Point & Click
468070,90 Minute Fever - Football (Soccer) Manager MMO,Isokron,MMO,Massively Multiplayer;Simulation;Sports;Early Access,Early Access;Sports;Massively Multiplayer
468080,Occurrence at JCR Outpost,Brandon Brizzi,Single-player;Steam Achievements;Full controller support,Adventure;Indie,Adventure;Indie
468100,Aqua Moto Racing Utopia,Zordix AB,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support,Action;Indie;Racing;Simulation;Sports,Sports;Racing;Action
468110,Rescuties! VR,"mode of expression, LLC",Single-player;Steam Achievements;Partial Controller Support;Stats;Steam Leaderboards,Action;Casual;Indie,Casual;Action;Indie
468130,Nebula,Games by Brundle,Single-player,Action;Indie;Early Access,Early Access;Action;Indie
468150,Trap House,Hive Mind Studios,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Includes level editor,Action;Indie,Action;Indie;2D
468160,Ancient Go,Hart Laboratories LLC,Single-player;Online Multi-Player;Steam Achievements;Partial Controller Support,Casual;Indie;Strategy,Strategy;Indie;Casual
468170,Doll City : Prologue,GaelDK;Fabien Spiess (Sogaki);Antoine Rigitano;Serge Sentis (Aerosteak),Single-player;Steam Achievements,Action;Adventure;Indie;Early Access,Early Access;Action;Adventure
