appid,name,developer,categories,genres,steamspy_tags
896970,Haunted Halls: Revenge of Doctor Blackmore Collector's Edition,ERS G Studios,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object
896990,Dark Tales: Edgar Allan Poe's The Tell-Tale Heart Collector's Edition,ERS G Studios,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object
897000,Love Chronicles: A Winter's Spell Collector's Edition,Vendel Games,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object
897010,Surface: Return to Another World Collector's Edition,Elephant Games,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object
897020,Awakening: Moonfell Wood,Boomzap Entertainment,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object
897030,Paratopic,Arbitrary Metric,Single-player;Steam Achievements;Full controller support;Captions available,Adventure;Indie,Indie;Surreal;Horror
897040,Nazi Bunker,"Nikita ""Ghost_RUS""",Single-player,Action;Adventure;Casual;Indie,Indie;Action;Casual
897100,Escape Black Orion VR,Pulse Studio LLC,Single-player;Steam Achievements,Adventure;Indie,Adventure;Indie;VR
897210,Omicroid,WoolyLittleGuys,Single-player,Casual;Simulation;Strategy,Strategy;Casual;Simulation
897270,无法传达的话语（Words cannot convey）,moon soul,Single-player,Casual;RPG,RPG;Casual;Anime
897290,Triggerun,Vulcan,Online Multi-Player;MMO;In-App Purchases,Action;Free to Play;Massively Multiplayer,Free to Play;Action;Massively Multiplayer
897300,Hacked: Hentai prison,CSM,Single-player,Adventure;Casual;Indie;Early Access,Early Access;Nudity;Indie
897330,Coloring Pixels,ToastieLabs,Single-player;Steam Achievements;Steam Cloud,Casual;Free to Play;Indie,Free to Play;Casual;Indie
897360,Urban Explorer Golf,Thomas Diehl,Single-player,Casual;Indie,Indie;Casual;Puzzle
897390,Full Metal Renegade,Action Portal,Single-player,Action,Action;Third-Person Shooter;Mechs
897400,Driftpunk Racer,Speedspark Studio,Single-player;Steam Achievements,Racing;Simulation,Racing;Retro;Singleplayer
897420,The Christmas Gifts,Anamik Majumdar,Single-player;Steam Achievements;Full controller support,Action;Adventure;Casual;Indie,Action;Adventure;Indie
897440,Leviathan ~A Survival RPG~,TechnoBrake,Single-player;Steam Cloud,Adventure;Indie;RPG,Adventure;RPG;Indie
897530,Retroids,Chaos Theory Studios,Single-player;Multi-player;Online Multi-Player;Steam Achievements;Stats;Steam Leaderboards,Action;Casual;Indie;Early Access,Early Access;Action;Indie
897550,Study of Unusual: Forest of Secrets,EviceGames,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements,Casual;Indie;Simulation;Strategy,Strategy;Indie;Casual
897630,Death Fungeon,Ritual Games,Single-player;Full controller support,Adventure;Indie,Indie;Adventure;Pixel Graphics
897690,Ding Dong VR,Nickervision Studios,Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Action;Casual;Indie,Indie;Casual;Action
897700,Bladequest,Phodex Games,Single-player;Steam Leaderboards,Action;Adventure;Casual;RPG,Action;Adventure;RPG
897760,PUT ANNA,Petushock Production,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Commentary available,Adventure;Indie;RPG,Adventure;Indie;RPG
897770,Solar Fighters,Jhonatas da Silva Farias,Single-player;Multi-player;Shared/Split Screen;Partial Controller Support,Action;Indie;Early Access,Early Access;Action;Indie
897800,Arcane Golf,Gold5Games,Single-player;Steam Achievements;Steam Cloud,Casual;Indie,Indie;Casual;Puzzle
897820,Reigns: Game of Thrones,Nerial,Single-player;Steam Achievements;Full controller support,Adventure;Indie;RPG,RPG;Indie;Adventure
897830,The Queen of Blackwood High,RhinoGearz,Single-player,Casual;Indie;Simulation,Indie;Casual;Simulation
897880,The Occluder,Softwaves,Single-player,Casual;Indie,Indie;Casual
897910,Sandhill Architectures,Buce Studios LLC,Single-player;Steam Achievements;Steam Cloud,Simulation;Early Access,Early Access;Simulation
897940,High Cats,Indie Glue,Single-player;Local Multi-Player;Local Co-op;Full controller support,Indie;Racing,Indie;Racing;4 Player Local
897950,King of the Dead,Sunfall games,Single-player,Action;Adventure;Casual;Indie;Early Access,Early Access;Action;Adventure
898000,Uventa,BlackRat,Single-player;Steam Achievements,Violent;Gore;Indie,Indie;Gore;Violent
898040,Whirlygig,Bannerman Games,Single-player;Partial Controller Support,Casual;Indie,Indie;Casual
898080,everybody's sad,Aubrey Isaacman;Jared Pettitt;Andrew Gwinner;Caleb Valdez;Evie Chang;Gangjun (Jun) Ha;Gio Benedetti;Liam Dugard;Maxwell Taylor;Nathaniel Kevin Suriawijaya;Noriaki Nakano;Raymond Reedy,Single-player,Indie,Indie;Sexual Content;VR
898090,立方杀阵（Cubic Kill Array）,MagicK,Single-player,Violent;Gore;Action;Adventure;Indie;Strategy,Action;Adventure;Indie
898120,Temple of the Lost,dosinis,Single-player,Adventure;Casual;Indie,Adventure;Indie;Casual
898160,Hotel Remorse,Charlie Behan;Raddy Peid,Single-player,Violent;Action;Indie,Action;Indie;Violent
898170,Grid Gunner,Studio Cypix,Single-player;Steam Achievements;Full controller support,Action;Indie;Racing,Action;Racing;Indie
898180,Pull Me Out,gfdsahdgsye7,Single-player,Action;Casual;Indie,Action;Indie;Casual
898240,Kinkshamed,NCTkl,Single-player;Full controller support,Sexual Content;Nudity;Casual;Indie;RPG,Sexual Content;Nudity;Indie
898250,PackageRun,Pavel Black,Single-player,Adventure;Casual;Indie,Indie;Casual;Adventure
898260,Juliantli,stardust.ch,Single-player;Steam Achievements;Stats;Steam Leaderboards,Casual;Indie,Indie;Casual;Music
898290,V.O.I.D.,NAPE GAMES,Single-player;Steam Achievements;Full controller support,Action;Adventure;Indie,Action;Indie;Adventure
898320,Synth Ninja,Unlit Interactive,Single-player,Casual;Indie;Early Access,Early Access;Indie;Casual
898340,Puzzles and Board Games Mega Collection,Gunnar Games,Single-player,Casual,Casual;Board Game
898380,Color Party,VirtexUniverse,Single-player;Steam Achievements,Casual;Indie,Casual;Indie;Puzzle
898440,Turing Tumble VR,Dreamflake,Single-player,Indie;Simulation;Strategy;Early Access,Early Access;Strategy;Indie
898450,UBERMOSH:SANTICIDE,Walter Machado,Single-player;Steam Achievements;Full controller support,Action;Indie,Action;Indie;Fast-Paced
898460,Outback Survival,Wafflesoft,Single-player,Action;Indie;Early Access,Early Access;Indie;Action
898530,Waifu Master,Night Dreams Studio,Single-player,Adventure;Indie;Simulation;Strategy,Adventure;Strategy;Indie
898540,Catgirl Magic: Furry Duel,Night Dreams Studio,Single-player;Steam Achievements,Indie,Sexual Content;Indie;Nudity
898580,Premium Bowling,Sadetta,Single-player;Multi-player;Online Multi-Player;Local Multi-Player,Indie;Simulation;Sports;Early Access,Early Access;Sports;Indie
898590,Margonem,Garmory,Multi-player;Online Multi-Player;MMO;Online Co-op;In-App Purchases,Free to Play;Massively Multiplayer;RPG,Free to Play;Massively Multiplayer;RPG
898650,The Shapeshifting Detective,D'Avekki Studios Ltd;Wales Interactive,Single-player;Steam Achievements;Full controller support;Steam Cloud,Adventure;Indie,Adventure;Sexual Content;Indie
898680,JUMP AND RUN - DON'T FALL,DreamWorldGames,Single-player,Casual;Indie,Casual;Indie;3D Platformer
898690,Zombie,EcoShooter,Single-player,Violent;Action;Casual;Indie;Simulation,Action;Indie;Casual
898740,Digital Resistance,Diedemor Studio;Anatoly Efremov,Single-player;Steam Achievements,Action;Adventure;Indie,Indie;Action;Adventure
898760,Clone Adventures,ImperiumGame,Single-player;Steam Achievements,Indie,Indie
898780,Escape Game,RewindApp,Single-player,Adventure;Casual;Indie,Casual;Indie;Adventure
898830,In Your Realm,Christian Boman,Single-player,Action;Indie;RPG,Action;Indie;RPG
898930,Pingball Ultra,Jakub Domanski,Multi-player;Online Multi-Player;Partial Controller Support,Action;Casual;Indie;Sports,Action;Indie;Casual
898940,VirtuaCreature,Zero Imagination Productions,Single-player,Casual;Indie;RPG;Simulation,Simulation;Indie;Casual
898980,The Mine,Ian;Megan;Maxen,Single-player,Free to Play;Indie,Free to Play;Indie;Horror
899000,Warlords.io,Nerd Herd Games,Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Partial Controller Support;Stats;Steam Leaderboards,Action;Casual;Indie;Early Access,Early Access;Action;Indie
899020,Chiptune DJ,Por si las moscas,Single-player,Indie,Indie;Rhythm;Music
899090,RiceCakers,FENGYAPING,Single-player;Local Multi-Player;Steam Achievements;Steam Cloud,Action;Casual;Indie;Early Access,Early Access;Casual;Action
899100,SUM,WeVery,Single-player,Adventure;Casual;Indie;Simulation;Early Access,Early Access;Simulation;Adventure
899180,Voronium - Locust Sols,Gamalocus Studios,Single-player,Action;Indie;Strategy,Indie;Action;Strategy
899190,A Piece of Wish upon the Stars,Lingtan Studio,Single-player;Steam Achievements;Steam Cloud,Adventure;Indie;Simulation,Indie;Adventure;Simulation
899200,Windstorm / Ostwind - Ari's Arrival,Aesir Interactive,Single-player;Steam Achievements;Full controller support,Adventure;Simulation,Adventure;Simulation;Horses
899220,Fly of butterfly,Artepi Corporation,Single-player;Steam Achievements,Adventure;Casual;Indie;Simulation,Indie;Casual;Adventure
899240,Tale of Palmi,F.G.I.,Single-player,Action;Adventure,Action;Adventure
899270,BlamBox,Heavenward Games,Single-player;Steam Achievements;Steam Cloud;Steam Leaderboards,Action;Casual;Indie,Action;Indie;Casual
899290,The night of fire stealing/盗火之夜,HyacinthHeart,Single-player,Adventure;Free to Play;Indie,Free to Play;Indie;Adventure
899340,Mendel,Owen Bell,Single-player,Indie;Simulation,Simulation;Indie
899370,Quick Maths: addition and subtraction,Star Legion,Single-player;Steam Achievements;Steam Cloud;Stats;Steam Leaderboards,Casual;Indie;Simulation;Sports,Casual;Indie;Simulation
899390,Xenon Racer,3DClouds.it,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud,Action;Indie;Racing;Sports,Racing;Sports;Action
899440,GOD EATER 3,BANDAI NAMCO Studios Inc.,Single-player;Online Multi-Player;Online Co-op;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action,Action;Anime;Character Customization
899480,Girls Dance,Girls Dance studio,Single-player,Sexual Content;Nudity;Casual;Indie;Simulation,Nudity;Indie;Casual
899530,Cosmi-Cave 64,Hands!,Single-player;Partial Controller Support,Action;Adventure;Casual;Free to Play;Indie,Free to Play;Indie;Casual
899540,PROTEST,CUTE ANIME GIRLS,Single-player;Steam Achievements;Steam Cloud,Adventure;Casual;Indie;RPG;Strategy,Nudity;Indie;Casual
899570,My First Music Workshop,BuzzTwin,Single-player,Indie;Simulation;Early Access,Early Access;Indie;Simulation
899590,Heliophobia,Glass Knuckle Games,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action;Adventure;Indie,Indie;Action;Adventure
899610,"So, uh... a spaceship crashed in my yard.",Archive Entertainment,Single-player;Steam Achievements;Full controller support,Adventure;Free to Play;Indie,Free to Play;Indie;Adventure
899620,Chill Out,Umbress Games,Single-player;Steam Achievements;Full controller support,Action;Adventure;Casual;Indie;Racing;Simulation,Indie;Casual;Action
899760,Her 她,橘喵喵,Single-player;Steam Achievements;Steam Cloud,Casual;Indie;Simulation,Sexual Content;Nudity;Indie
899930,Spaceball!,Intergalactic Education LLC,Single-player;Online Multi-Player;Online Co-op;Cross-Platform Multiplayer,Action;Free to Play;Indie;Sports;Early Access,Early Access;Free to Play;Action
899940,校园恋物语|Love in School,樱,Single-player,Indie;RPG,Indie;RPG;Visual Novel
899960,The Greater Good,Sam Enright,Single-player;Full controller support,Action;Adventure;Indie;RPG,Adventure;RPG;Indie
899970,NEKOPARA Extra,NEKO WORKs,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Casual;Indie,Anime;Visual Novel;Sexual Content
899990,LVN Fake News,Kory Toombs,Single-player,Sexual Content;Nudity,Nudity;Sexual Content;Visual Novel
900010,Meeple Station,Vox Games,Single-player;Steam Achievements;Includes level editor,Casual;Indie;RPG;Simulation;Strategy;Early Access,Early Access;Strategy;Simulation
900020,Construction Truck Simulator,Foxie Ventures,Single-player,Casual;Racing;Simulation,Casual;Simulation;Racing
900050,Amber's Airline - High Hopes,Old Skull Games,Single-player;Steam Achievements,Casual;Simulation,Simulation;Casual;Time Management
900270,Lonk's Adventure,Pixelatto,Single-player;Steam Achievements;Full controller support;Steam Cloud,Adventure;Indie;Early Access,Early Access;Indie;Adventure
900340,Terror,TheBlavas,Single-player,Action;Adventure;Indie,Violent;Action;Indie
900370,Stockpile,DIGIDICED,Single-player;Multi-player;Local Multi-Player;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Steam Turn Notifications,Casual;Indie;Strategy,Casual;Strategy;Indie
900380,Indian Summer,DIGIDICED,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Steam Turn Notifications,Casual;Indie;Strategy,Casual;Strategy;Indie
900390,Algae,Purple Kingdom Games,Single-player;Steam Achievements;Steam Cloud;Stats,Casual;Indie,Indie;Casual
900790,Bunny Minesweeper,DillyFrame,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Full controller support;Steam Cloud,Casual;Indie;Simulation;Strategy,Casual;Indie;Simulation
901000,Serenade of the Sirens,Chukobyte,Single-player;Full controller support;Steam Cloud,Action;Indie;Early Access,Early Access;Action;Indie
901020,Adventure Portal,Megaslow Studio,Online Multi-Player;Online Co-op,Adventure;Indie;RPG;Early Access,Early Access;RPG;Indie
903040,The Castles of Burgundy,DIGIDICED,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Steam Turn Notifications,Casual;Indie;Strategy,Strategy;Casual;Indie
903070,War.io : Survival Battle Royale,gfdsahdgsye7,Single-player,Action;Casual;Indie,Action;Indie;Casual
903150,FALL 坠落之后,朵游社;Fantasia Studio,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,Adventure;Indie,Adventure;Indie;RPGMaker
903160,Wunderwaffe,GiBar,Shared/Split Screen;Steam Achievements,Action;Adventure;Indie;Simulation,Action;Indie;Simulation
903180,Privateers,Monster Tree,Single-player,Action;Indie;RPG;Strategy;Early Access,Early Access;Action;Indie
903200,Vampirina's Nails,gfdsahdgsye7,Single-player,Casual;Indie;Simulation,Indie;Casual;Simulation
903580,AstroViking,Artii Games LLC,Single-player,Action;Indie,Indie;Action;Arcade
903620,Everyday Baseball VR,WISECAT,Single-player;Steam Cloud;Stats,RPG;Simulation;Sports,RPG;Simulation;Sports
903640,Super Zombie Arcade,Palfrey Games,Single-player,Simulation,Simulation;Violent;VR
903670,Dogs of War: Kill to Survive,Star Tactics Team,Single-player,Action;Simulation;Early Access,Early Access;Action;Simulation
903680,conNEcT01,kjkjkAIStudio,Single-player;Steam Achievements;Steam Cloud,Violent;Gore;Casual,Casual;Gore;Violent
903710,Headshot VR,VR Studio,Single-player;Online Multi-Player,Action;Indie;Massively Multiplayer;Early Access,Early Access;Massively Multiplayer;Action
903730,AXIOM SOCCER,Earthbound Games Ltd.,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Partial Controller Support,Action;Casual;Free to Play;Indie;Racing;Sports;Early Access,Early Access;Sports;Action
903740,Kings,RewindApp,Single-player,Casual;Indie;Strategy,Casual;Strategy;Indie
903760,BinaryBotsVR,cbinfosystems,Single-player,Adventure;Free to Play,Adventure;Free to Play;VR
903780,Beast Agenda 2030,Ouch Giver Games,Single-player;Steam Achievements;Steam Cloud,Action;Adventure;Indie;RPG;Early Access,Early Access;Indie;Action
903790,Card Battle Spirit Link,Speedrobo Games,Single-player;Online Multi-Player,Indie;Strategy;Early Access,Early Access;Strategy;Indie
903830,Cash Rush,Broxilia LTD,Single-player,Casual;Indie;Simulation;Strategy,Casual;Strategy;Indie
903850,Fairy Knights,WIDStudio,Single-player;Steam Achievements;Partial Controller Support,Indie;RPG,RPG;Indie;Anime
904050,American University Life ~Welcome Week!~,Jammin' Rabbit,Single-player;Partial Controller Support,Sexual Content;Nudity;Casual;Indie,Indie;Casual;Nudity
904130,Defense: Abominations,Ominous Entertainment,Single-player;Steam Achievements;Steam Leaderboards,Action;Indie;Strategy,Action;Violent;Gore
904160,Ashes,WindLimit,Single-player;Steam Achievements,Action;Adventure;Casual;Indie,Action;Adventure;Indie
904300,KOPICS,OCTET,Steam Achievements;Steam Workshop,Design & Illustration,Design & Illustration;Anime;Software
904310,Initial 2 : New Stage,Restory Studio,Single-player;Steam Achievements;Full controller support;Steam Cloud;Stats,Action;Adventure;Indie;RPG,Action;RPG;Female Protagonist
904320,My Holiday,StellarXiela,Single-player;Partial Controller Support,Casual;Indie;RPG,Indie;Casual;RPG
904340,Marbledrome: Crazy Stunt Balls,PalveGames,Single-player,Indie;Racing,Indie;Racing
904430,Swing the cat,Lazarus Software,Single-player;Steam Leaderboards,Casual;Indie;Sports,Violent;Indie;Casual
904440,Type Defense,Göksan Güner,Single-player;Steam Achievements,Casual;Indie;Strategy,Indie;Casual;Strategy
904500,Grompula,Evan Hecht,Single-player,Action;Free to Play;Indie,Free to Play;Indie;Action
904530,Erotic Jigsaw Challenge Vol 2,BarelyEntertainment,Single-player;Steam Achievements,Sexual Content;Nudity;Casual;Indie;Simulation;Strategy,Nudity;Sexual Content;Indie
904540,Indiana Jones® and the Infernal Machine™,LucasArts,Single-player;Partial Controller Support;Steam Cloud,Action;Adventure,Action;Adventure;Classic
904550,Robot Chase,Garage Games,Single-player;Steam Achievements,Adventure;Casual;Indie,Indie;Casual;Adventure
904560,Flameruby,Joon Chang;Simon Kaley,Single-player;Multi-player;Local Multi-Player,Action;Free to Play;Indie,Free to Play;Action;Indie
904570,TOK,Crew Lab,Single-player;Steam Achievements,Casual;Indie,Casual;Indie;Puzzle
904600,Small Sister,Proximity Games,Single-player;Steam Achievements,Casual;Indie;Strategy,Casual;Sexual Content;Indie
904680,HotHead,Sean Baker,Single-player;Partial Controller Support,Action;Indie,Action;Indie;Platformer
904740,东方试闻广纪 ~ Perfect Memento of Touhou Question,Bawu Team,Single-player,Casual;Indie,Casual;Indie;Faith
904770,Divine Miracle Defense,ThiefCat,Single-player;Steam Achievements;Steam Cloud,Casual;Indie;Strategy,Strategy;Indie;Casual
904780,DeepWeb,ImageCode,Single-player;Full controller support;Steam Cloud,Action;Indie,Action;Indie;First-Person
904800,Ambition,Henry Dang;Leander Jeyasing;Ethan Johnson;Kevin Cheng,Single-player,Free to Play;Indie;RPG,Free to Play;RPG;Indie
904810,Ectolibrium,Void Calls,Single-player;Partial Controller Support,Action;Adventure;Indie;Early Access,Early Access;Action;Indie
904820,VR Jogger,EnsenaSoft,Single-player,Casual;Simulation;Sports,Casual;Simulation;Sports
904860,25 Cadre of Death,indie_games_studio,Single-player,Violent;Gore;Action;Adventure;Indie;Simulation,Violent;Gore;Adventure
904890,Neverliria,no_rest,Single-player;Steam Achievements,Adventure;Indie;Strategy,Indie;Adventure;Strategy
904930,YOU - The Untold Stories,ZekGame,Single-player;Steam Achievements;Partial Controller Support,Action;Adventure;Indie,Action;Indie;Adventure
904940,Les 4 Alice: Lorange Journey,Mia Blais-Côté,Single-player;Steam Achievements;Full controller support;Steam Cloud,Casual;Indie,Indie;Casual;Sexual Content
904950,Exodus,LucasGame;KVRA,Single-player;Partial Controller Support,Action;Adventure;Casual;Indie;Early Access,Early Access;Action;Indie
904960,Cine Tracer,Matt Workman,Single-player,Simulation;Early Access,Early Access;Simulation
904990,21+,КиКо,Single-player;Steam Achievements,Casual,Casual;Nudity
905010,Draw Light,RevolutionGT,Single-player;Steam Achievements,Casual;Indie,Indie;Casual;Puzzle
905020,Fort,crowgames,Single-player,Violent;Action;Casual;Indie;Simulation,Action;Indie;Casual
905060,Turret Tech,LillyWelland inc.,Single-player,Action;Adventure,Action;Adventure
905090,Pineview Drive - Homeless,VIS-Games,Single-player;Steam Achievements,Action;Adventure,Action;Adventure;Horror
905120,Son.Light.Sleepwalker,Sean J. Miller;Brenda J. Miller;Connor H. Miller,Single-player;Full controller support,Indie;Strategy;Early Access,Early Access;Strategy;Indie
905130,Doggo Dig Down,Roppy Chop Studios,Single-player;Steam Achievements;Full controller support;Steam Cloud,Casual;Indie,Indie;Casual;Platformer
905150,Trivia Quiz: All about everything!,DuCats Games Studio,Single-player;Steam Achievements;Steam Leaderboards,Casual;Indie,Indie;Casual;Replay Value
905180,Inevitable VR,Davide Riccitiello,Single-player,Action;Adventure;Free to Play;Simulation,Free to Play;Action;Adventure
905200,Anime Dress Up,gfdsahdgsye7,Single-player,Casual;Indie;Simulation,Simulation;Indie;Casual
905220,Grim Earth,George Allan,Single-player;Partial Controller Support,Action;Adventure;Indie;Early Access,Early Access;Action;Indie
905230,IQ Test,Star Legion,Single-player;Steam Achievements;In-App Purchases;Stats;Steam Leaderboards,Adventure;Casual;Free to Play;Indie;Simulation;Sports;Strategy,Free to Play;Indie;Casual
905260,Hags Castle,Switchpilot,Single-player,Action;Adventure;Indie,Action;Indie;Adventure
905300,Daytona Racing,Bullid Games,Single-player;Steam Achievements;Steam Leaderboards,Casual;Indie;Racing,Indie;Casual;Racing
905330,oOo: Ascension,Kenny Creanor;Extra Mile Studios,Single-player;Local Multi-Player;Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud;Stats;Steam Leaderboards,Action;Indie;Racing,Racing;Action;Indie
905350,Bang Bang Fruit 3,Snkl Studio,Single-player;Steam Achievements,Casual;Indie,Casual;Indie
905370,Conqueror's Blade,Booming Games,Online Multi-Player;MMO;Online Co-op;In-App Purchases,Action;Free to Play;Massively Multiplayer;RPG;Strategy,Action;Strategy;RPG
905380,RPG纪元 RpgEra,Zirbry Studio,Single-player;Steam Achievements;Steam Cloud,Adventure;Casual;Indie;RPG;Strategy;Early Access,Early Access;Casual;Adventure
905450,NASCAR Heat 3,Monster Games,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Partial Controller Support,Racing,Racing;Multiplayer
905460,Nutrients for Life,MAMMOTH,Single-player,Simulation,Simulation;VR;VR Only
905510,Rugosi,Fürst,Single-player;Steam Achievements;Steam Cloud,Adventure;Casual;Indie,Indie;Casual;Adventure
905590,The Asteroid Belt's Trial,Gloves of Bobby,Single-player;Steam Achievements;Partial Controller Support,Action;Casual;Indie,Casual;Action;Indie
905640,Combat Arms: Reloaded,VALOFE;NEXON,Single-player;Multi-player;Online Multi-Player;In-App Purchases,Action;Free to Play;Massively Multiplayer;Simulation;Strategy,Free to Play;FPS;Action
905650,Dominus 2,Superstruct,Multi-player;Online Multi-Player,Free to Play;Strategy,Free to Play;Strategy;Multiplayer
905660,纸境英雄 Papercraft,Overture,Single-player;Steam Achievements;Steam Cloud,Adventure;Indie;RPG;Strategy,Adventure;RPG;Indie
905670,巭孬嫑毖,FunLimit,Single-player,Adventure;Casual;Indie;RPG;Simulation,RPG;Indie;Casual
905690,魔物讨伐团,Nerdook Productions,Single-player;Steam Achievements;Steam Cloud,Action;Adventure;Indie;RPG;Strategy,Strategy;Adventure;Action
905790,Hungry Shadows,CasGames,Single-player,Action;Adventure;Indie,Action;Adventure;Indie
905800,SpaceExile,GoodJob,Single-player;Partial Controller Support,Action;Casual;Indie,Action;Casual;Indie
905860,DrillMania,Fury Games Production,Single-player;Steam Achievements,Adventure;Casual;Indie;Simulation,Casual;Indie;Adventure
905870,Inn: the Countryside,Fury Games Production,Single-player;Steam Achievements;Steam Cloud,Casual;Indie;Simulation;Sports,Indie;Simulation;Casual
905880,Caves of Plague,Fury Games Production,Single-player;Steam Achievements,Action;Adventure;Casual;Indie;RPG;Strategy,Action;Casual;Indie
905890,MONOWARS: Red Zone,Daniel McCreary,Single-player,Action;Indie,Action;Indie
905940,女神驾到(Happy together),wind,Single-player;Steam Achievements;In-App Purchases,Casual;RPG;Simulation,Mature;Sexual Content;Casual
905960,Skyland Defense,SDC Ventures,Single-player;Multi-player;Online Multi-Player;Online Co-op;Steam Leaderboards,Indie;Strategy;Early Access,Early Access;Indie;Strategy
906000,Keyhole Spy: Student Girls,Night Dreams Studio,Single-player;Steam Achievements,Casual,Sexual Content;Casual;Nudity
906010,TAL: Arctic 2,Snkl Studio,Single-player;Steam Achievements,Adventure;Casual;Indie,Indie;Casual;Adventure
906020,Strike Cars,Action Portal,Single-player;Steam Achievements,Action;Racing;Simulation,Action;Simulation;Racing
906030,NOCE,NS,Single-player;Full controller support,Action;Indie,Indie;Action;Female Protagonist
906050,Hentai Case Opening,RewindApp,Single-player,Casual;Indie,Sexual Content;Nudity;Casual
906110,Minotaur Arcade Volume 1,Llamasoft Ltd.,Single-player;Steam Achievements;Partial Controller Support;Steam Leaderboards,Action,Action;VR;Arcade
906120,POLYBIUS,Llamasoft Ltd.,Single-player;Steam Achievements;Partial Controller Support,Action,Action;VR;Psychedelic
906160,Repeat the image: Animals,Laush Dmitriy Sergeevich,Single-player;Steam Achievements,Casual;Indie,Indie;Casual;Puzzle
906170,Metal Brigade Tactics,Busking Software,Single-player;Includes level editor,Indie;RPG;Strategy,Strategy;RPG;Indie
906190,Kamikaze Cube 2,"Nikita ""Ghost_RUS""",Single-player;Steam Achievements,Adventure;Indie,Indie;Adventure
906200,Tunche: Arena,LEAP Game Studios,Single-player;Co-op;Local Co-op;Steam Achievements;Full controller support,Action;Free to Play;Indie,Free to Play;Action;Indie
906280,Combat Rush,CreptsyStudio,Single-player;Steam Achievements;Steam Cloud,Action;Indie,Action;Indie;Casual
906300,Under One Wing,Harmorise,Single-player;Steam Achievements;Steam Cloud,Adventure;Indie;RPG,Adventure;Sexual Content;Anime
906310,Rapid Racing,Soft Loft Studios,Single-player;Multi-player,Indie,Indie
906340,Jubox 2,Hard Rock Studios,Single-player,Adventure;Casual;Indie,Indie;Casual;Adventure
906360,LUXO Buddies,Myarcadegames Studios,Single-player,Adventure;Casual;Indie;Massively Multiplayer;RPG;Simulation;Sports;Strategy,Casual;Indie;Strategy
906370,Starkid's Obstacle Course,Sean Mombourquette,Single-player,Action;Indie,Indie;Action;Bullet Hell
906390,Return.,Breadmeat,Single-player,Action;Casual;Free to Play;Indie,Free to Play;Casual;Indie
906450,Tenacious,Firebelley,Single-player,Action;Indie,Action;Indie
906480,Defenders of Ekron - Definitive Edition,In Vitro Games,Single-player;Steam Achievements;Full controller support;Stats,Action;Adventure;Indie,Action;Indie;Adventure
906590,Dabwoman: When The Dab Isn’t Sexist,Bmc Studio,Single-player,Action;Adventure;Indie;RPG;Strategy,Indie;Adventure;Action
906600,Gunkid 99,Yongjustyong,Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Action;Indie,Indie;Action;Platformer
906650,Gumstein: The Awakening,PAIN Games,Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Action;Indie,Indie;Action;Puzzle-Platformer
906660,Seacurity Breach,Soaphog,Single-player;Steam Workshop;Steam Cloud;Includes level editor,Adventure;Indie;Strategy;Early Access,Early Access;Strategy;Indie
906680,Zombie Flick | 僵尸快打,Yiming,Single-player;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Adventure;Casual;Indie;RPG;Simulation;Early Access,Early Access;Sexual Content;Action
906730,Typical,kalanhow,Single-player;Steam Achievements;Steam Cloud,Adventure;Casual;Indie,Indie;Nudity;Casual
906740,Voidship: The Long Journey,Cydonian Games,Single-player;Steam Achievements;Steam Cloud,Action;Indie;Strategy,Indie;Action;Strategy
906770,TITAN SLAYER Ⅱ,"COLOPL, Inc.",Single-player;Steam Achievements;Steam Leaderboards,Action,Action;Gore;VR
